lat,lon,elevation,slope,aspect,land_cover_type,ndvi,lst,relative_humidity,wind_speed,month
24.72465722429234,86.13769546151163,167,1,190,30,0.40632727272727276,31.990222222222258,10.83,0.34616159853365613,7
